gender,grade,provin,school,worklocation,NCEE_science,NCEE_art,gpa,wageb,wagea,lnbwage,lnawage,nonac,gradchoice,major,hheconstat,Pedu,Poccu,emptype,sector
0,2009,50,4,51,,,3.221,6565.9043,13000,8.7896452,9.4727049,1,0,3,0,2,3,2,1
1,2009,62,5,62,,,2.38,4924.4282,4500,8.5019636,8.4118328,0,0,3,1,3,2,1,1
0,2009,51,5,51,,,3.211,10943.174,9000,9.3004713,9.1049795,0,2,3,0,3,1,1,1
0,2009,45,5,44,,,3.833,9848.8564,14000,9.1951103,9.546813,0,1,3,1,3,1,3,2
0,2009,62,5,,,,3.618,6565.9043,11000,8.7896452,9.3056507,1,0,3,0,2,3,2,2
0,2009,23,5,44,,,3.014,3830.1108,22000,8.2506495,9.9987974,1,0,3,1,3,2,3,1
0,2009,32,5,33,,,3.367,5252.7236,13000,8.5665016,9.4727049,0,0,3,1,2,3,3,1
0,2009,15,5,11,,,3.347,8754.5391,15000,9.0773277,9.6158056,0,0,3,1,3,2,3,2
0,2009,51,5,51,,,3.142,8754.5391,100000,9.0773277,11.512925,1,1,3,1,2,1,3,1
1,2009,51,5,11,,,3.08,5471.5869,5000,8.6073236,8.5171928,0,0,3,1,3,2,2,2
0,2009,32,16,32,,,3.851,21886.348,20000,9.993618,9.9034872,1,1,2,1,2,1,2,
1,2009,14,6,31,,,2.461,5471.5869,30000,8.6073236,10.308952,0,0,3,1,2,1,3,2
0,2009,52,6,52,,,3.898,6565.9043,10000,8.7896452,9.2103405,0,1,3,0,1,3,1,1
1,2009,41,2,44,,,3.306,7660.2217,20000,8.9437962,9.9034872,0,0,3,1,3,1,2,
1,2009,45,9,45,,,2.842,6565.9043,14000,8.7896452,9.546813,1,0,3,1,3,4,2,2
0,2009,50,2,50,,,3.896,10943.174,15000,9.3004713,9.6158056,0,1,3,1,2,2,2,2
1,2009,50,9,44,,,3.714,16414.762,20000,9.7059364,9.9034872,1,1,3,0,3,2,3,2
0,2009,65,9,51,,,3.465,10943.174,15000,9.3004713,9.6158056,0,1,3,1,3,1,1,1
0,2010,50,9,51,597,619,3.49,4184.1274,3900,8.3390532,8.2687321,0,0,3,1,2,0,1,1
0,2009,51,9,51,,,3.647,4377.2695,5000,8.3841801,8.5171928,0,0,3,0,1,3,3,1
0,2009,45,9,,,,3.504,10943.174,17000,9.3004713,9.7409687,1,0,3,1,3,2,2,1
0,2009,42,9,51,,,3.141,3282.9521,12000,8.0964985,9.392662,1,0,3,1,1,3,3,2
0,2009,13,9,13,,,3.299,4158.4063,5000,8.3328867,8.5171928,1,0,3,1,2,4,1,2
0,2009,43,9,42,,,2.506,6565.9043,8000,8.7896452,8.9871969,1,2,3,1,3,1,1,1
0,2009,51,9,51,,,3.533,3830.1108,7500,8.2506495,8.922658,1,0,3,0,1,3,2,1
0,2009,21,1,21,,,3.227,7660.2217,6000,8.9437962,8.6995144,1,0,5,1,3,1,2,2
0,2009,43,1,44,,,3.428,9301.6982,20000,9.1379519,9.9034872,1,0,5,1,1,4,3,2
0,2009,34,4,34,,,3.107,2188.6348,3000,7.6910334,8.0063677,0,2,3,0,1,4,1,1
1,2009,54,4,54,,,2.176,10943.174,15000,9.3004713,9.6158056,0,0,3,0,1,3,2,2
1,2009,11,8,11,,,3.18,5471.5869,33000,8.6073236,10.404263,1,0,2,0,3,1,3,2
0,2009,15,4,15,,,3.041,9848.8564,9000,9.1951103,9.1049795,0,0,3,0,3,0,2,1
0,2009,51,11,51,,,3.277,7660.2217,8000,8.9437962,8.9871969,1,1,4,0,1,3,1,1
1,2009,14,11,14,,,3.316,5471.5869,7000,8.6073236,8.8536654,0,1,4,1,3,1,2,2
0,2009,14,11,14,,,3.693,4377.2695,5000,8.3841801,8.5171928,1,0,4,0,1,3,2,2
1,2009,44,11,44,,,2.907,6565.9043,9400,8.7896452,9.1484652,0,0,4,1,3,2,2,1
0,2009,51,11,51,,,2.875,3447.0999,10000,8.1452885,9.2103405,1,0,4,0,1,3,2,1
0,2009,65,11,65,,,2.945,5471.5869,8000,8.6073236,8.9871969,0,0,4,1,3,2,2,2
1,2009,51,11,51,,,2.671,3830.1108,12000,8.2506495,9.392662,0,0,4,0,2,1,3,2
0,2009,33,11,33,,,3.433,3282.9521,13000,8.0964985,9.4727049,0,0,4,1,1,4,3,2
1,2009,51,11,51,,,3.704,8207.3809,8800,9.0127888,9.0825071,0,1,4,0,1,3,3,2
0,2009,50,13,31,,,3.485,6565.9043,10000,8.7896452,9.2103405,1,0,4,1,3,2,3,2
0,2009,36,13,44,,,3.775,8207.3809,9400,9.0127888,9.1484652,1,1,3,0,2,3,3,2
1,2009,23,13,31,,,3.666,21886.348,45000,9.993618,10.714417,1,1,3,1,2,4,2,2
0,2009,46,13,46,,,3.58,9848.8564,9000,9.1951103,9.1049795,0,1,3,1,3,2,1,2
0,2009,13,13,11,,,2.875,4377.2695,8000,8.3841801,8.9871969,0,0,3,1,3,2,2,1
0,2009,43,15,43,,,3.756,13131.809,20000,9.4827929,9.9034872,1,0,3,1,3,2,2,2
0,2009,51,15,51,,,3.433,3939.5427,4500,8.27882,8.4118328,0,0,3,1,3,1,2,2
0,2009,34,15,34,,,3.529,8754.5391,11000,9.0773277,9.3056507,1,0,3,1,1,4,2,2
0,2009,51,15,11,,,3.2,9301.6982,8500,9.1379519,9.047821,0,0,3,1,3,2,2,1
0,2009,44,15,44,,,3.62,5471.5869,7500,8.6073236,8.922658,1,0,3,1,3,0,2,1
0,2009,53,1,53,,,3.415,4377.2695,12000,8.3841801,9.392662,0,0,5,1,3,1,1,1
0,2009,52,1,54,,,3.429,3282.9521,15000,8.0964985,9.6158056,0,0,5,1,2,3,2,1
1,2009,31,1,31,,,2.886,5471.5869,10000,8.6073236,9.2103405,0,0,5,1,3,4,3,2
1,2009,43,1,11,,,3.104,5471.5869,6000,8.6073236,8.6995144,1,1,5,0,2,4,3,1
1,2009,34,1,31,,,3.368,3282.9521,15000,8.0964985,9.6158056,0,0,5,0,3,0,3,
1,2009,45,3,45,,,2.518,4377.2695,13000,8.3841801,9.4727049,1,0,5,1,1,2,2,2
0,2009,41,16,11,,,3.511,8754.5391,9000,9.0773277,9.1049795,0,1,2,0,3,1,1,1
1,2009,41,3,37,,,2.474,5471.5869,12000,8.6073236,9.392662,0,0,5,1,1,3,2,1
0,2009,37,16,37,,,3.775,4924.4282,11000,8.5019636,9.3056507,0,1,2,0,2,0,3,1
0,2009,61,3,61,,,2.995,2735.7935,3300,7.9141769,8.1016779,0,2,5,0,2,0,1,1
1,2009,37,1,44,,,3.183,10943.174,23000,9.3004713,10.043249,1,0,5,1,2,4,2,2
1,2009,35,7,35,,,3.058,7660.2217,15000,8.9437962,9.6158056,1,0,5,1,1,4,2,2
1,2009,50,5,51,,,3.378,5471.5869,8000,8.6073236,8.9871969,0,0,3,0,1,4,3,2
0,2009,12,5,11,,,3.345,9028.1191,11000,9.108099,9.3056507,0,1,3,1,3,1,3,2
1,2010,42,10,51,582,554,3.694,10728.531,13000,9.2806616,9.4727049,1,1,1,0,1,3,3,2
0,2010,13,10,11,609,578,3.572,9119.252,16000,9.1181431,9.6803436,1,1,1,1,3,1,3,2
1,2010,33,10,31,614,632,3.756,8582.8252,8000,9.057518,8.9871969,0,1,1,0,1,3,2,2
0,2010,50,10,51,597,619,3.123,5364.2656,7000,8.5875149,8.8536654,0,0,1,1,2,1,1,1
0,2010,42,10,12,582,554,3.096,4291.4126,25000,8.3643713,10.126631,1,0,1,0,1,3,3,1
0,2010,50,10,51,597,619,3.369,4827.8394,4500,8.4821539,8.4118328,1,1,1,0,1,1,1,1
0,2010,50,10,31,597,619,3.873,12874.237,12000,9.4629831,9.392662,1,1,1,0,2,3,2,2
0,2010,51,5,51,558,571,3.914,16092.797,15000,9.6861267,9.6158056,1,1,3,0,3,1,2,1
0,2010,51,5,51,558,571,3.152,3754.9861,5000,8.2308397,8.5171928,1,0,3,1,1,3,2,2
0,2010,51,5,33,558,571,3.13,8582.8252,13000,9.057518,9.4727049,0,1,3,1,3,1,3,1
0,2010,43,5,43,602,607,3.032,9655.6787,8000,9.1753016,8.9871969,0,2,3,1,3,2,1,1
1,2010,51,5,51,558,571,2.729,5364.2656,4000,8.5875149,8.2940493,0,0,3,1,3,2,2,2
1,2010,51,13,31,558,571,3.374,10728.531,10000,9.2806616,9.2103405,1,1,4,0,1,4,3,2
1,2010,43,5,43,602,607,3.403,8582.8252,12000,9.057518,9.392662,1,0,3,1,3,0,3,2
0,2010,33,5,33,614,632,3.327,7509.9722,4000,8.9239874,8.2940493,1,0,3,1,3,2,3,2
0,2010,32,5,32,380,364,3.544,16092.797,14000,9.6861267,9.546813,0,0,3,0,1,4,3,2
0,2010,51,5,11,558,571,3.457,14483.518,15000,9.5807667,9.6158056,1,0,3,1,1,0,3,1
1,2010,51,16,44,558,571,3.798,10728.531,10000,9.2806616,9.2103405,1,1,2,1,1,3,2,2
0,2010,53,5,53,588,554,3.127,8582.8252,9500,9.057518,9.1590471,0,1,3,1,3,1,2,2
0,2010,21,5,11,583,567,3.126,6973.5454,18000,8.8498793,9.7981272,1,0,3,1,3,2,2,1
0,2010,61,5,61,612,605,3.265,5686.1216,5300,8.6457834,8.5754623,0,2,3,1,3,1,1,1
0,2010,22,5,,595,558,3.749,7509.9722,7000,8.9239874,8.8536654,1,1,3,1,3,1,1,2
0,2010,51,15,51,558,571,3.618,5364.2656,8000,8.5875149,8.9871969,1,0,3,0,1,3,2,1
0,2010,36,16,,562,559,3.977,17165.65,20000,9.7506657,9.9034872,0,1,2,0,3,2,2,2
0,2010,51,15,51,558,571,3.281,2574.8477,3600,7.8535457,8.1886892,0,0,3,0,1,3,1,1
0,2010,65,15,65,552,531,3.203,4291.4126,5600,8.3643713,8.6305218,0,0,3,1,3,4,3,1
0,2010,34,6,34,624,614,3.537,5364.2656,8000,8.5875149,8.9871969,1,0,3,1,2,1,1,2
1,2010,65,15,65,552,531,2.204,7509.9722,7000,8.9239874,8.8536654,0,0,3,1,3,0,1,1
1,2010,41,15,41,590,565,3.098,12874.237,12000,9.4629831,9.392662,1,0,3,0,2,4,1,1
0,2010,53,15,53,588,554,3.312,8582.8252,10000,9.057518,9.2103405,0,0,3,0,1,3,2,2
1,2010,51,16,51,558,571,2.644,6437.1187,20000,8.7698364,9.9034872,0,2,2,1,3,2,2,2
0,2010,51,16,44,558,571,3.415,6437.1187,7000,8.7698364,8.8536654,1,1,2,1,3,2,3,1
0,2010,51,16,11,558,571,3.334,10728.531,10000,9.2806616,9.2103405,1,1,2,1,2,4,1,1
1,2010,50,16,50,597,619,3.436,12874.237,26000,9.4629831,10.165852,1,0,2,1,2,4,1,2
1,2010,51,8,44,558,571,3.872,16092.797,25000,9.6861267,10.126631,0,1,2,1,3,2,3,2
1,2010,35,16,35,596,592,3.575,5900.6924,7500,8.6828251,8.922658,0,1,2,1,2,2,2,2
0,2010,42,16,32,582,554,3.694,4827.8394,6000,8.4821539,8.6995144,0,2,2,0,2,4,3,1
1,2010,50,16,11,597,619,3.027,10728.531,15000,9.2806616,9.6158056,0,1,2,1,3,2,3,2
1,2010,33,16,33,614,632,3.174,3218.5593,5000,8.0766888,8.5171928,1,1,2,1,3,1,3,1
1,2010,37,16,44,633,628,2.876,10728.531,10000,9.2806616,9.2103405,1,1,2,0,1,3,2,2
1,2010,32,16,32,380,364,3.601,5364.2656,9000,8.5875149,9.1049795,1,0,2,1,3,1,1,1
1,2010,35,16,33,596,592,3.387,17702.076,17500,9.7814369,9.7699566,0,1,2,0,3,1,3,2
1,2010,21,16,21,583,567,2.987,8582.8252,80000,9.057518,11.289782,0,0,2,1,3,1,2,2
0,2010,51,16,51,558,571,3.658,8582.8252,5500,9.057518,8.6125031,1,1,2,1,3,2,2,2
0,2010,45,16,45,553,553,3.48,42914.125,13000,10.666956,9.4727049,0,0,2,1,2,0,2,2
0,2010,65,16,31,552,531,3.191,5900.6924,6000,8.6828251,8.6995144,1,1,2,1,3,1,3,2
0,2010,51,16,51,558,571,3.692,7509.9722,10000,8.9239874,9.2103405,0,1,2,1,2,2,2,2
1,2010,50,16,50,597,619,2.626,6437.1187,9000,8.7698364,9.1049795,1,0,2,0,3,1,2,1
0,2010,32,16,31,380,364,3.667,16092.797,15000,9.6861267,9.6158056,0,1,2,1,3,2,3,2
1,2010,51,16,51,558,571,3.269,5364.2656,16000,8.5875149,9.6803436,0,0,2,1,3,2,2,2
0,2010,51,16,,558,571,3.587,9655.6787,10000,9.1753016,9.2103405,1,1,2,1,3,1,3,2
1,2010,22,16,44,595,558,3.177,10728.531,20000,9.2806616,9.9034872,1,1,2,1,3,2,2,2
1,2010,63,16,52,424,453,2.259,5364.2656,12000,8.5875149,9.392662,0,0,2,1,3,1,2,2
0,2010,32,16,31,380,364,3.688,6222.5483,10000,8.7359352,9.2103405,0,1,2,1,2,4,3,1
1,2010,51,16,44,558,571,3.628,40231.992,37500,10.602418,10.532096,1,1,2,1,3,1,2,2
0,2010,51,16,31,558,571,3.573,10192.104,9500,9.2293682,9.1590471,1,2,2,0,2,4,3,2
1,2010,33,16,31,614,632,3.175,16092.797,15000,9.6861267,9.6158056,0,1,2,1,3,2,2,2
1,2010,36,16,51,562,559,3.155,3218.5593,15500,8.0766888,9.6485949,1,0,2,0,1,3,2,
0,2010,53,16,53,588,554,3.364,7509.9722,11000,8.9239874,9.3056507,1,0,2,1,3,1,2,2
0,2010,12,16,12,570,571,3.621,4291.4126,7000,8.3643713,8.8536654,1,0,2,1,3,2,2,
1,2010,51,16,51,558,571,2.565,6437.1187,8000,8.7698364,8.9871969,0,0,2,0,1,3,2,2
0,2010,50,16,51,597,619,3.741,6437.1187,6000,8.7698364,8.6995144,1,1,2,0,2,0,2,1
0,2010,51,16,44,558,571,3.765,10513.961,50000,9.2604589,10.819778,0,1,2,1,3,4,2,2
1,2010,51,16,51,558,571,3.335,8904.6807,8300,9.0943327,9.0240107,1,1,2,1,3,1,2,2
1,2010,11,16,11,570,526,2.689,10728.531,10000,9.2806616,9.2103405,1,1,2,1,3,1,2,2
0,2010,37,16,37,633,628,3.258,5364.2656,5500,8.5875149,8.6125031,0,0,2,0,3,2,1,2
1,2010,51,16,11,558,571,3.629,10728.531,20000,9.2806616,9.9034872,0,1,2,1,3,2,3,2
1,2010,51,16,51,558,571,3.391,10728.531,10000,9.2806616,9.2103405,1,1,2,1,3,2,3,2
0,2010,15,16,44,538,500,3.421,17165.65,27000,9.7506657,10.203592,0,1,2,1,3,2,3,2
0,2010,51,16,44,558,571,3.76,8046.3984,11000,8.99298,9.3056507,0,1,2,1,2,1,3,2
1,2010,50,16,50,597,619,2.868,6437.1187,6000,8.7698364,8.6995144,1,0,2,1,3,1,2,2
1,2010,51,16,44,558,571,3.658,21457.063,35000,9.9738092,10.463103,1,1,2,1,3,2,2,2
1,2010,62,16,64,590,552,3.313,64371.188,6000,11.072421,8.6995144,0,0,2,0,1,3,2,2
1,2010,51,16,51,558,571,3.244,12874.237,8000,9.4629831,8.9871969,1,1,2,1,3,2,3,2
0,2010,51,16,,558,571,3.452,4291.4126,7000,8.3643713,8.8536654,1,0,2,0,3,4,2,2
0,2010,51,16,51,558,571,3.649,5364.2656,6000,8.5875149,8.6995144,0,1,2,1,3,1,3,1
0,2010,37,16,11,633,628,3.417,23602.77,22000,10.069119,9.9987974,1,1,2,1,3,2,2,2
1,2010,15,14,15,538,500,2.583,5364.2656,5200,8.5875149,8.5564137,0,0,2,1,2,4,1,1
1,2010,34,14,34,624,614,2.723,4291.4126,8000,8.3643713,8.9871969,1,0,2,1,2,1,3,1
0,2010,51,14,11,558,571,3.27,9119.252,8500,9.1181431,9.047821,1,1,2,0,3,2,3,2
0,2010,46,14,11,711,752,3.461,10728.531,10000,9.2806616,9.2103405,0,1,2,1,2,2,2,2
1,2010,51,14,51,558,571,3.836,6437.1187,6000,8.7698364,8.6995144,1,1,2,1,3,1,2,2
0,2010,51,14,51,558,571,3.449,8582.8252,12000,9.057518,9.392662,1,1,2,1,3,2,2,2
1,2010,53,14,53,588,554,3.339,5364.2656,8000,8.5875149,8.9871969,1,1,2,0,3,2,2,2
1,2010,51,14,51,558,571,2.638,5364.2656,8000,8.5875149,8.9871969,1,0,2,0,3,2,2,2
1,2010,51,3,51,558,571,2.617,5364.2656,6000,8.5875149,8.6995144,0,0,2,1,2,0,2,2
1,2010,35,3,35,596,592,2.763,4613.2686,5100,8.4366922,8.5369959,0,2,2,1,3,2,2,2
0,2010,13,16,,609,578,3.953,19311.357,35000,9.8684483,10.463103,0,1,2,1,3,2,2,2
0,2010,51,3,51,558,571,3.305,5364.2656,5000,8.5875149,8.5171928,0,1,2,1,2,4,3,1
1,2010,50,3,50,597,619,2.486,9119.252,8500,9.1181431,9.047821,0,0,2,0,2,0,1,1
1,2010,43,3,44,602,607,2.808,10728.531,32000,9.2806616,10.373491,1,1,2,0,1,4,2,2
1,2010,51,3,11,558,571,3.365,7509.9722,25000,8.9239874,10.126631,1,0,2,1,1,3,3,1
0,2010,51,3,51,558,571,3.389,4291.4126,6000,8.3643713,8.6995144,0,0,2,0,2,4,2,2
0,2010,65,3,31,552,531,3.65,10728.531,18000,9.2806616,9.7981272,0,0,2,1,3,2,3,2
0,2010,22,3,51,595,558,2.961,4291.4126,6000,8.3643713,8.6995144,0,0,2,1,2,4,3,1
0,2010,12,3,51,570,571,3.519,6437.1187,15000,8.7698364,9.6158056,1,0,2,1,2,1,2,2
0,2010,51,3,11,558,571,2.956,3433.1301,12000,8.1412277,9.392662,0,2,2,0,3,1,3,2
1,2010,53,3,53,588,554,2.872,4291.4126,10000,8.3643713,9.2103405,1,0,2,1,1,3,2,2
1,2010,51,3,51,558,571,1.996,3218.5593,9800,8.0766888,9.1901379,0,0,2,1,3,2,2,2
1,2010,34,3,11,624,614,3.405,15019.944,20000,9.6171341,9.9034872,1,1,2,1,3,2,2,2
0,2010,43,3,,602,607,3.55,10728.531,10000,9.2806616,9.2103405,0,0,2,1,2,1,3,2
0,2010,53,3,51,588,554,2.978,4291.4126,5000,8.3643713,8.5171928,0,0,2,0,3,1,2,2
1,2010,62,3,44,590,552,2.902,5364.2656,20000,8.5875149,9.9034872,1,0,2,0,1,2,3,2
1,2010,65,3,11,552,531,2.585,3433.1301,10000,8.1412277,9.2103405,1,0,2,0,1,0,2,1
0,2010,51,3,51,558,571,3.44,5364.2656,15000,8.5875149,9.6158056,1,0,2,1,3,2,2,2
0,2010,37,3,11,633,628,3.784,16092.797,15000,9.6861267,9.6158056,0,1,2,1,3,4,3,2
0,2010,64,3,64,546,541,3.162,3003.9888,3400,8.0076962,8.1315308,0,2,2,0,1,3,2,1
0,2010,51,3,51,558,571,3.327,4827.8394,6000,8.4821539,8.6995144,0,1,2,1,2,2,2,2
1,2010,51,3,51,558,571,2.542,5364.2656,10000,8.5875149,9.2103405,1,0,2,0,2,0,2,2
1,2010,36,8,11,562,559,3.936,19311.357,18000,9.8684483,9.7981272,1,1,2,0,2,2,3,1
1,2010,11,3,11,570,526,2.731,8046.3984,8500,8.99298,9.047821,0,1,2,1,3,2,2,2
0,2010,50,3,50,597,619,3.299,9655.6787,9000,9.1753016,9.1049795,1,1,2,0,1,3,1,1
0,2010,32,3,51,380,364,3.174,10728.531,2000,9.2806616,7.6009026,1,0,2,0,2,2,3,1
1,2010,51,3,44,558,571,3.016,16092.797,15000,9.6861267,9.6158056,1,1,2,1,3,2,2,1
0,2010,51,3,50,558,571,3.133,9655.6787,8000,9.1753016,8.9871969,1,0,2,0,2,4,2,2
0,2010,50,3,50,597,619,3.553,4291.4126,11000,8.3643713,9.3056507,1,0,2,1,3,1,3,1
0,2010,13,3,11,609,578,3.32,9226.5371,25000,9.1298389,10.126631,1,0,2,1,3,0,3,2
0,2010,51,3,51,558,571,3.013,9655.6787,9000,9.1753016,9.1049795,1,0,2,0,2,1,3,2
1,2010,22,3,11,595,558,3.172,9655.6787,13000,9.1753016,9.4727049,1,1,2,1,2,4,3,2
1,2010,37,3,11,633,628,3.092,6437.1187,18000,8.7698364,9.7981272,1,0,2,0,2,4,3,1
0,2010,43,3,44,602,607,3.91,11958.021,11146,9.3891573,9.3188362,1,1,2,1,3,4,2,2
0,2010,32,7,51,380,364,3.537,16092.797,10000,9.6861267,9.2103405,1,0,5,1,3,2,3,1
0,2010,21,7,21,583,567,3.442,3754.9861,3500,8.2308397,8.1605186,1,0,5,1,3,1,1,1
0,2010,35,7,35,596,592,3.677,8046.3984,12000,8.99298,9.392662,1,1,5,1,2,0,3,1
0,2010,37,16,11,633,628,3.914,8582.8252,15000,9.057518,9.6158056,1,1,2,1,3,1,2,2
1,2010,62,7,11,590,552,2.671,8582.8252,8000,9.057518,8.9871969,0,1,5,1,3,2,3,2
1,2010,51,7,51,558,571,3.134,6437.1187,12000,8.7698364,9.392662,1,0,5,0,1,3,3,2
1,2010,51,7,51,558,571,3.062,5364.2656,20000,8.5875149,9.9034872,1,0,5,1,2,0,3,1
0,2010,51,7,51,558,571,3.366,6437.1187,2300,8.7698364,7.7406645,1,0,5,1,2,4,1,1
0,2010,32,16,11,380,364,3.861,9333.8223,15000,9.1414003,9.6158056,1,1,2,1,3,4,3,1
0,2010,46,7,44,711,752,3.478,4291.4126,9000,8.3643713,9.1049795,1,0,5,0,1,3,3,1
0,2010,51,15,51,558,571,3.33,5364.2656,8000,8.5875149,8.9871969,1,0,2,1,1,3,2,2
0,2010,23,15,23,586,567,3.324,2467.5623,2300,7.810986,7.7406645,0,0,2,0,1,4,2,2
1,2010,35,15,11,596,592,3.284,16092.797,15000,9.6861267,9.6158056,0,1,2,1,3,2,3,2
0,2010,45,12,45,553,553,3.113,4291.4126,4000,8.3643713,8.2940493,1,0,5,1,1,3,3,2
0,2010,43,12,43,602,607,3.307,2789.4182,8000,7.9335885,8.9871969,1,0,5,0,2,3,2,2
0,2010,13,12,11,609,578,3.503,10728.531,10000,9.2806616,9.2103405,0,1,5,1,3,1,3,1
1,2010,34,12,51,624,614,3.006,3647.7007,22000,8.2018518,9.9987974,1,0,5,0,2,4,3,1
1,2010,35,16,,596,592,3.118,5364.2656,7000,8.5875149,8.8536654,0,1,2,0,3,2,2,2
0,2010,63,13,63,424,453,2.984,1609.2797,5000,7.3835421,8.5171928,1,0,4,0,3,2,2,1
0,2010,51,13,31,558,571,3.949,13947.091,18000,9.543026,9.7981272,1,1,4,1,2,4,3,2
0,2010,45,13,,553,553,3.153,8046.3984,10000,8.99298,9.2103405,0,1,4,0,2,2,3,2
1,2010,53,13,53,588,554,2.278,5364.2656,5000,8.5875149,8.5171928,0,2,4,1,3,2,3,1
1,2010,50,13,50,597,619,2.674,4291.4126,7000,8.3643713,8.8536654,1,0,4,1,2,4,3,2
0,2010,37,13,51,633,628,3.239,8582.8252,12000,9.057518,9.392662,1,0,4,1,3,1,1,1
1,2010,50,13,44,597,619,3.122,6437.1187,40000,8.7698364,10.596635,0,1,4,1,3,2,2,2
1,2010,51,13,51,558,571,3.108,6437.1187,6000,8.7698364,8.6995144,0,1,4,1,3,2,1,1
0,2010,13,8,31,609,578,4.176,8046.3984,25000,8.99298,10.126631,1,1,2,1,3,1,2,2
1,2010,35,13,35,596,592,2.905,10192.104,9500,9.2293682,9.1590471,1,2,4,0,2,2,2,1
0,2010,12,13,12,570,571,3.254,4827.8394,7000,8.4821539,8.8536654,0,2,4,0,2,0,3,1
1,2010,51,13,11,558,571,3.626,8582.8252,8000,9.057518,8.9871969,1,1,4,0,1,4,2,2
1,2010,51,13,50,558,571,3.301,10728.531,10000,9.2806616,9.2103405,1,0,4,0,3,1,3,2
1,2010,42,13,11,582,554,3.445,12874.237,17000,9.4629831,9.7409687,0,1,4,0,1,3,3,2
0,2010,33,13,31,614,632,3.414,7509.9722,24000,8.9239874,10.085809,1,1,4,1,3,4,3,2
0,2010,51,8,31,558,571,3.471,8582.8252,20000,9.057518,9.9034872,1,1,2,1,3,1,2,2
0,2010,41,13,11,590,565,3.194,9441.1074,10800,9.1528282,9.2873011,1,1,4,0,2,3,3,2
0,2010,65,13,65,552,531,3.004,3754.9861,3800,8.2308397,8.2427559,1,0,4,1,3,1,1,1
0,2010,51,13,50,558,571,3.305,9655.6787,12000,9.1753016,9.392662,1,0,4,1,1,2,2,2
1,2010,43,13,31,602,607,3.787,21457.063,22000,9.9738092,9.9987974,0,1,4,1,3,1,2,2
0,2010,51,13,51,558,571,3.241,7509.9722,7000,8.9239874,8.8536654,1,1,4,1,2,1,2,2
0,2010,12,13,50,570,571,2.956,8582.8252,12000,9.057518,9.392662,0,0,4,1,3,2,2,2
0,2010,51,13,51,558,571,2.959,9119.252,6500,9.1181431,8.7795572,1,0,4,0,2,3,3,2
0,2010,52,9,,574,564,3.313,7295.4014,12000,8.8949995,9.392662,0,1,3,1,3,2,3,1
1,2010,51,9,44,558,571,3.277,7509.9722,27000,8.9239874,10.203592,1,0,4,0,3,0,3,1
0,2010,51,9,51,558,571,3.332,5364.2656,5000,8.5875149,8.5171928,0,0,3,1,3,2,2,2
1,2010,21,9,51,583,567,3.215,17165.65,16000,9.7506657,9.6803436,0,2,3,1,3,1,1,1
1,2010,41,9,51,590,565,3.195,8046.3984,7500,8.99298,8.922658,1,0,3,0,2,4,2,
1,2010,41,9,51,590,565,3.499,7509.9722,20000,8.9239874,9.9034872,1,0,3,0,3,1,3,1
