gender,grade,provin,school,worklocation,NCEE_science,NCEE_art,gpa,wageb,wagea,lnbwage,lnawage,nonac,gradchoice,major,hheconstat,Pedu,Poccu,emptype,sector
0,2010,43,9,43,602,607,3.371,5578.8364,6000,8.6267357,8.6995144,1,1,3,0,2,3,2,1
0,2010,64,9,51,546,541,3.308,5364.2656,9000,8.5875149,9.1049795,1,1,3,1,3,2,3,1
0,2010,22,9,44,595,558,3.054,10728.531,30000,9.2806616,10.308952,1,0,3,1,3,1,2,2
1,2010,51,6,31,558,571,3.011,4291.4126,50000,8.3643713,10.819778,1,0,3,1,2,2,3,2
1,2010,13,6,44,609,578,2.93,6437.1187,10000,8.7698364,9.2103405,0,0,3,1,1,4,2,1
1,2010,37,6,11,633,628,3.079,10728.531,10000,9.2806616,9.2103405,0,0,3,1,3,2,3,1
0,2010,62,6,65,590,552,3.114,4827.8394,5500,8.4821539,8.6125031,0,1,3,1,2,0,3,1
1,2010,41,6,11,590,565,3.217,4291.4126,6000,8.3643713,8.6995144,0,0,3,0,1,3,3,1
0,2010,50,6,50,597,619,3.057,6437.1187,8000,8.7698364,8.9871969,0,0,3,0,1,3,2,2
0,2010,51,6,51,558,571,3.482,4291.4126,5000,8.3643713,8.5171928,0,0,3,0,3,2,1,1
0,2010,62,6,62,590,552,3.424,2682.1328,3200,7.8943677,8.0709057,0,0,3,0,1,0,1,1
0,2010,42,6,50,582,554,3.265,9655.6787,12000,9.1753016,9.392662,0,0,3,1,2,2,2,2
1,2010,51,6,51,558,571,3.225,4827.8394,7000,8.4821539,8.8536654,0,0,3,0,1,3,2,2
1,2010,51,6,31,558,571,2.914,3218.5593,8000,8.0766888,8.9871969,0,0,3,0,1,3,2,2
1,2010,51,6,51,558,571,3.345,6437.1187,6000,8.7698364,8.6995144,1,1,3,1,3,2,2,2
0,2010,41,6,,590,565,3.054,4291.4126,5600,8.3643713,8.6305218,0,0,3,1,1,3,3,1
0,2010,50,6,31,597,619,3.496,6973.5454,13000,8.8498793,9.4727049,0,1,3,1,2,4,3,1
0,2010,45,6,45,553,553,3.1,3754.9861,3500,8.2308397,8.1605186,0,1,3,0,3,1,1,1
1,2010,50,6,37,597,619,3.166,6437.1187,10400,8.7698364,9.2495613,1,0,3,0,1,3,3,2
1,2010,34,6,34,624,614,3.179,3433.1301,11500,8.1412277,9.3501024,0,0,3,1,1,3,3,2
1,2010,52,6,52,574,564,3.227,6437.1187,15000,8.7698364,9.6158056,1,0,3,0,1,0,2,2
1,2010,34,6,31,624,614,2.917,9441.1074,10000,9.1528282,9.2103405,1,1,3,0,2,4,3,2
1,2010,33,6,33,614,632,2.553,10728.531,10000,9.2806616,9.2103405,0,0,3,0,1,4,1,1
1,2010,51,6,51,558,571,3.217,10728.531,20000,9.2806616,9.9034872,0,0,3,1,2,4,3,1
0,2010,51,6,51,558,571,3.308,5364.2656,7000,8.5875149,8.8536654,1,2,3,1,3,2,3,2
0,2010,51,6,51,558,571,3.411,8582.8252,8000,9.057518,8.9871969,1,0,3,0,1,3,3,2
0,2010,50,6,44,597,619,3.377,4291.4126,10000,8.3643713,9.2103405,1,0,3,1,2,2,3,1
0,2010,32,6,31,380,364,3.27,5364.2656,20000,8.5875149,9.9034872,1,0,3,1,3,1,3,1
0,2010,45,6,,553,553,3.527,4291.4126,2600,8.3643713,7.8632669,0,0,3,1,3,2,1,1
0,2010,51,6,51,558,571,3.506,6437.1187,8000,8.7698364,8.9871969,1,0,3,1,2,4,3,2
1,2010,32,6,31,380,364,3.509,11801.385,14000,9.3759718,9.546813,0,1,3,0,1,4,3,2
1,2010,13,6,11,609,578,2.947,4291.4126,8000,8.3643713,8.9871969,1,1,3,0,1,3,3,2
0,2010,52,6,50,574,564,3.161,3218.5593,8000,8.0766888,8.9871969,1,0,3,1,2,0,1,1
0,2010,36,6,32,562,559,3.444,10728.531,12000,9.2806616,9.392662,1,0,3,0,2,4,2,2
0,2010,62,13,31,590,552,3.947,16092.797,30000,9.6861267,10.308952,1,1,4,1,3,1,3,2
1,2010,65,2,65,552,531,2.867,10728.531,6200,9.2806616,8.7323046,0,0,3,1,3,2,1,
0,2010,51,2,51,558,571,2.851,8582.8252,10000,9.057518,9.2103405,0,1,3,0,3,2,3,2
0,2010,51,2,31,558,571,3.046,10728.531,8500,9.2806616,9.047821,1,0,3,1,3,1,3,1
0,2010,51,2,50,558,571,3.889,15019.944,14000,9.6171341,9.546813,1,1,3,0,1,0,2,2
1,2010,31,2,31,473,474,3.193,8368.2549,10000,9.0322008,9.2103405,0,1,3,0,2,0,3,2
0,2010,37,2,37,633,628,2.978,2574.8477,7500,7.8535457,8.922658,0,0,3,0,2,4,3,2
0,2010,51,2,51,558,571,3.477,7295.4014,15000,8.8949995,9.6158056,1,0,3,0,3,1,3,1
1,2010,54,2,31,366,366,2.949,10728.531,11000,9.2806616,9.3056507,0,1,3,1,3,2,2,2
1,2010,51,2,31,558,571,2.926,2896.7034,16000,7.9713287,9.6803436,0,0,3,0,1,3,3,2
0,2010,14,2,,566,553,3.571,10728.531,10000,9.2806616,9.2103405,1,1,3,1,3,1,2,2
0,2010,51,2,51,558,571,3.458,3218.5593,10000,8.0766888,9.2103405,0,0,3,0,3,0,3,2
1,2010,51,2,51,558,571,3.166,5364.2656,10000,8.5875149,9.2103405,0,1,3,1,3,1,3,1
0,2010,51,2,51,558,571,3.778,7778.1851,10000,8.9590778,9.2103405,0,1,3,1,3,2,2,2
0,2010,34,2,34,624,614,3.53,8046.3984,11000,8.99298,9.3056507,0,1,3,1,3,4,3,2
1,2010,50,2,50,597,619,3.182,5900.6924,8000,8.6828251,8.9871969,0,0,3,0,1,4,2,
0,2010,13,2,13,609,578,3.722,8582.8252,8000,9.057518,8.9871969,1,0,3,1,1,3,2,
0,2010,51,2,51,558,571,3.284,6437.1187,8000,8.7698364,8.9871969,1,1,3,1,3,1,1,1
0,2010,32,2,,380,364,3.05,10728.531,10000,9.2806616,9.2103405,0,0,3,1,3,2,2,2
0,2010,64,2,64,546,541,3.702,6437.1187,6000,8.7698364,8.6995144,0,1,3,1,1,0,2,1
1,2010,52,2,52,574,564,3.19,5364.2656,8000,8.5875149,8.9871969,1,0,3,1,2,4,1,1
1,2010,13,2,31,609,578,3.331,8582.8252,20000,9.057518,9.9034872,1,0,3,1,2,4,2,2
1,2010,45,2,45,553,553,3.504,8046.3984,6000,8.99298,8.6995144,0,2,3,1,3,2,2,1
0,2010,51,2,44,558,571,3.657,7295.4014,18000,8.8949995,9.7981272,1,0,3,1,3,1,2,2
0,2010,15,2,32,538,500,3.707,6437.1187,6000,8.7698364,8.6995144,0,1,3,1,3,2,2,1
1,2010,51,2,11,558,571,3.366,14483.518,19000,9.5807667,9.8521938,1,1,3,1,3,1,2,2
1,2010,34,2,11,624,614,3.777,16092.797,15000,9.6861267,9.6158056,1,1,3,0,2,0,2,2
0,2010,34,2,31,624,614,3.693,21457.063,23000,9.9738092,10.043249,1,1,3,1,3,4,2,2
0,2010,50,2,50,597,619,3.403,7509.9722,10000,8.9239874,9.2103405,0,1,3,1,3,1,3,1
0,2010,33,2,44,614,632,3.436,13947.091,13000,9.543026,9.4727049,0,1,3,1,2,3,3,1
0,2010,51,2,51,558,571,3.712,4291.4126,8000,8.3643713,8.9871969,0,0,3,1,3,1,1,1
0,2010,51,2,51,558,571,3.707,4827.8394,6000,8.4821539,8.6995144,0,0,3,0,1,3,3,1
0,2010,51,2,51,558,571,3.725,2682.1328,5000,7.8943677,8.5171928,1,0,3,1,3,2,2,2
0,2010,51,2,51,558,571,3.42,1823.8503,5000,7.5087051,8.5171928,0,0,3,1,3,1,2,
0,2010,64,2,11,546,541,3.217,5364.2656,11500,8.5875149,9.3501024,0,0,3,1,2,0,3,2
0,2010,64,2,64,546,541,3.387,7509.9722,7000,8.9239874,8.8536654,1,2,3,1,3,2,1,1
1,2010,33,2,44,614,632,3.666,10728.531,10000,9.2806616,9.2103405,1,1,3,0,1,0,2,2
1,2010,41,2,,590,565,2.825,2682.1328,7500,7.8943677,8.922658,0,0,3,0,2,3,3,1
0,2010,53,2,,588,554,3.707,10728.531,15000,9.2806616,9.6158056,1,1,3,1,3,1,3,1
0,2010,11,2,11,570,526,3.558,12874.237,14000,9.4629831,9.546813,0,1,3,1,3,2,2,2
0,2010,50,2,50,597,619,3.008,7509.9722,9000,8.9239874,9.1049795,0,0,3,1,3,1,2,1
0,2010,50,2,11,597,619,3.448,8582.8252,9000,9.057518,9.1049795,1,1,3,1,3,2,3,1
0,2010,51,2,31,558,571,3.497,10728.531,20000,9.2806616,9.9034872,1,1,3,0,1,3,2,2
1,2010,50,2,51,597,619,2.996,8582.8252,6000,9.057518,8.6995144,1,0,3,1,3,2,2,1
1,2010,51,2,51,558,571,3.105,4291.4126,7500,8.3643713,8.922658,1,0,3,1,1,0,,1
1,2010,51,4,51,558,571,3.038,8582.8252,14000,9.057518,9.546813,1,0,3,1,3,1,1,2
1,2010,34,4,51,624,614,3.357,7896.1992,8800,8.9741364,9.0825071,0,0,3,1,3,1,2,1
0,2010,36,4,13,562,559,3.214,4291.4126,5500,8.3643713,8.6125031,0,2,3,0,2,3,2,2
0,2010,35,13,35,596,592,3.738,8582.8252,8000,9.057518,8.9871969,1,1,4,0,3,1,1,1
1,2010,23,4,32,586,567,2.901,4291.4126,8000,8.3643713,8.9871969,0,0,3,0,1,1,3,1
0,2010,51,4,51,558,571,3.225,7509.9722,13000,8.9239874,9.4727049,0,0,3,1,3,2,2,1
0,2010,22,4,,595,558,3.118,8582.8252,15000,9.057518,9.6158056,0,0,3,1,2,4,2,2
0,2010,51,5,51,558,571,3.654,3218.5593,7000,8.0766888,8.8536654,0,0,3,0,2,0,3,2
1,2010,11,4,11,570,526,2.996,6973.5454,24000,8.8498793,10.085809,1,0,3,1,2,0,3,1
0,2010,63,4,63,424,453,3.109,5364.2656,5900,8.5875149,8.6827078,0,0,3,0,2,1,3,1
0,2010,13,4,13,609,578,3.503,7509.9722,10000,8.9239874,9.2103405,0,0,3,1,3,1,1,1
1,2010,51,4,51,558,571,3.412,10728.531,10000,9.2806616,9.2103405,0,1,3,0,2,3,2,2
1,2010,51,4,51,558,571,3.158,11801.385,8500,9.3759718,9.047821,1,0,3,1,3,2,1,1
0,2010,51,16,51,558,571,3.54,9655.6787,9000,9.1753016,9.1049795,0,0,2,1,3,2,2,2
0,2010,12,4,12,570,571,3.455,3218.5593,6000,8.0766888,8.6995144,0,0,3,1,3,2,3,2
0,2010,51,4,44,558,571,3.286,9655.6787,18000,9.1753016,9.7981272,1,0,3,1,3,1,3,1
0,2010,51,4,51,558,571,3.396,3647.7007,6000,8.2018518,8.6995144,1,0,3,1,1,3,1,1
1,2010,45,6,44,553,553,3.418,8582.8252,10000,9.057518,9.2103405,1,1,3,0,3,1,3,2
0,2010,61,6,,612,605,3.371,8582.8252,12000,9.057518,9.392662,0,1,3,0,2,4,3,1
0,2010,43,6,43,602,607,3.835,8582.8252,8000,9.057518,8.9871969,1,1,3,0,2,0,2,1
0,2010,15,6,11,538,500,3.482,10728.531,10000,9.2806616,9.2103405,0,1,3,1,3,2,2,1
1,2010,15,5,15,538,500,3.032,3754.9861,5500,8.2308397,8.6125031,1,0,3,0,2,2,1,1
0,2010,46,5,11,711,752,3.515,8582.8252,20000,9.057518,9.9034872,0,1,3,1,3,2,3,1
0,2010,51,5,51,558,571,3.337,8582.8252,13000,9.057518,9.4727049,1,1,3,0,3,2,2,1
1,2010,64,5,44,546,541,3.134,6973.5454,10000,8.8498793,9.2103405,0,0,3,0,3,1,3,1
0,2010,50,5,50,597,619,3.534,4827.8394,16500,8.4821539,9.7111158,0,0,3,1,3,2,2,2
1,2010,64,5,51,546,541,2.157,5364.2656,4500,8.5875149,8.4118328,0,0,3,1,3,1,3,1
1,2010,63,5,,424,453,2.69,3218.5593,8000,8.0766888,8.9871969,0,0,3,1,3,2,3,
0,2010,51,5,51,558,571,2.673,2896.7034,6000,7.9713287,8.6995144,0,0,3,0,2,3,3,1
1,2010,64,5,64,546,541,2.965,4291.4126,15000,8.3643713,9.6158056,1,0,3,0,3,2,3,2
0,2010,46,5,46,711,752,3.341,4291.4126,3300,8.3643713,8.1016779,1,0,3,1,3,2,2,2
0,2010,42,5,44,582,554,3.317,12874.237,12000,9.4629831,9.392662,1,0,3,0,2,1,3,2
0,2010,37,5,,633,628,3.132,8582.8252,8000,9.057518,8.9871969,1,1,3,1,3,1,2,2
1,2010,34,6,32,624,614,2.612,4291.4126,5700,8.3643713,8.648221,0,0,3,0,2,3,3,1
0,2010,61,6,,612,605,3.785,4076.842,3000,8.3130779,8.0063677,0,0,3,0,2,3,3,
0,2010,45,6,45,553,553,3.355,5364.2656,7000,8.5875149,8.8536654,0,0,3,1,2,1,2,2
1,2010,50,16,50,597,619,3.442,4291.4126,8000,8.3643713,8.9871969,0,0,2,0,3,4,2,2
1,2010,45,16,45,553,553,3.1,6437.1187,11000,8.7698364,9.3056507,0,0,2,1,3,2,2,2
1,2010,51,16,,558,571,3.086,21457.063,20000,9.9738092,9.9034872,1,2,2,1,2,2,2,2
1,2010,34,16,31,624,614,3.17,12874.237,12000,9.4629831,9.392662,1,1,2,1,3,2,2,2
1,2010,14,16,14,566,553,3.213,6437.1187,6000,8.7698364,8.6995144,0,0,2,1,2,0,2,2
0,2010,50,16,51,597,619,2.909,3754.9861,13000,8.2308397,9.4727049,0,0,2,0,3,4,3,2
0,2010,51,16,44,558,571,3.818,9655.6787,10000,9.1753016,9.2103405,1,1,2,0,3,4,3,2
0,2010,36,16,50,562,559,3.71,7509.9722,10000,8.9239874,9.2103405,0,1,2,0,2,4,3,2
0,2010,44,16,44,652,612,3.767,10513.961,11000,9.2604589,9.3056507,0,1,2,1,3,2,2,2
0,2010,15,16,,538,500,3.506,8582.8252,8000,9.057518,8.9871969,1,1,2,0,3,2,3,2
1,2010,51,16,51,558,571,2.91,6437.1187,8000,8.7698364,8.9871969,0,1,2,0,2,2,2,2
1,2010,13,16,,609,578,2.53,10728.531,10000,9.2806616,9.2103405,1,2,2,0,3,4,3,2
1,2010,32,16,31,380,364,3.792,9655.6787,9000,9.1753016,9.1049795,0,1,2,1,2,4,3,2
1,2010,50,16,31,597,619,3.267,16092.797,15000,9.6861267,9.6158056,0,1,2,0,2,2,3,2
0,2010,50,16,,597,619,3.444,10728.531,13000,9.2806616,9.4727049,1,1,2,1,3,1,2,2
0,2010,51,16,,558,571,3.86,4291.4126,5000,8.3643713,8.5171928,1,1,2,1,2,0,1,1
0,2010,52,16,,574,564,3.356,6437.1187,10000,8.7698364,9.2103405,1,0,2,1,2,4,3,2
1,2010,51,8,11,558,571,2.676,4827.8394,25000,8.4821539,10.126631,0,0,3,1,3,2,3,1
1,2010,41,16,31,590,565,3.62,6437.1187,20000,8.7698364,9.9034872,1,0,2,0,3,4,3,2
1,2010,51,16,31,558,571,3.087,26821.328,25000,10.196953,10.126631,0,1,2,1,3,2,1,1
1,2010,32,16,31,380,364,2.967,11801.385,11000,9.3759718,9.3056507,1,1,2,1,3,2,2,2
1,2010,34,16,32,624,614,3.504,10728.531,10000,9.2806616,9.2103405,1,0,2,0,2,3,2,2
0,2010,50,16,50,597,619,3.338,3218.5593,6000,8.0766888,8.6995144,1,0,2,0,1,3,3,2
0,2010,51,16,51,558,571,3.585,5364.2656,8000,8.5875149,8.9871969,0,0,2,0,3,1,3,2
0,2010,61,16,44,612,605,3.355,1609.2797,15000,7.3835421,9.6158056,1,1,2,1,2,0,2,2
0,2010,45,16,44,553,553,4.218,16092.797,15000,9.6861267,9.6158056,0,1,2,1,3,2,1,2
0,2010,50,16,11,597,619,3.422,5364.2656,10000,8.5875149,9.2103405,1,0,2,0,3,1,2,2
0,2010,44,16,11,652,612,3.294,21027.922,25000,9.9536066,10.126631,1,0,2,1,3,2,2,2
1,2010,51,16,51,558,571,2.937,5900.6924,10000,8.6828251,9.2103405,0,0,2,0,3,0,3,2
1,2010,61,16,11,612,605,3.684,20384.209,19000,9.9225159,9.8521938,0,1,2,0,1,2,2,2
1,2010,42,16,44,582,554,3.561,19311.357,18000,9.8684483,9.7981272,1,1,2,0,2,4,2,2
1,2010,51,16,31,558,571,3.359,6437.1187,10000,8.7698364,9.2103405,1,1,2,0,2,2,3,1
1,2010,37,16,11,633,628,3.396,6437.1187,12000,8.7698364,9.392662,1,0,2,0,2,3,2,2
1,2010,41,16,51,590,565,3.247,6437.1187,10000,8.7698364,9.2103405,1,1,2,0,3,1,2,2
1,2010,35,16,44,596,592,3.75,7509.9722,25000,8.9239874,10.126631,1,1,2,0,2,4,3,2
0,2010,51,16,51,558,571,3.739,5364.2656,5000,8.5875149,8.5171928,1,0,2,0,1,3,3,2
0,2010,51,16,50,558,571,4.049,6973.5454,10000,8.8498793,9.2103405,1,1,2,1,1,3,3,2
0,2010,44,16,44,652,612,3.877,10728.531,15000,9.2806616,9.6158056,0,0,2,1,3,1,2,
0,2010,37,16,37,633,628,3.79,6007.9775,7000,8.7008438,8.8536654,0,1,2,0,1,3,3,2
0,2010,13,16,11,609,578,3.944,8797.3955,13000,9.0822105,9.4727049,1,1,2,0,3,2,2,2
1,2010,34,2,31,624,614,3.555,10728.531,10000,9.2806616,9.2103405,1,1,3,0,1,0,2,1
0,2010,52,2,52,574,564,3.435,12874.237,16000,9.4629831,9.6803436,1,1,3,1,2,0,3,2
0,2010,53,2,53,588,554,3.568,4935.1245,6800,8.5041332,8.8246775,0,0,3,0,2,1,2,1
0,2010,45,2,45,553,553,3.184,5364.2656,9000,8.5875149,9.1049795,1,0,3,0,1,3,2,1
1,2010,51,9,51,558,571,3.1,3862.2712,6500,8.2590103,8.7795572,1,0,3,0,3,1,1,1
0,2010,51,15,51,558,571,3.668,4291.4126,5000,8.3643713,8.5171928,0,0,3,1,1,1,2,1
0,2010,36,16,44,562,559,3.746,8582.8252,9500,9.057518,9.1590471,1,1,2,0,2,4,3,2
0,2010,46,9,46,711,752,3.125,5364.2656,5000,8.5875149,8.5171928,0,0,3,0,2,0,2,2
0,2010,51,9,51,558,571,3.345,5364.2656,20000,8.5875149,9.9034872,0,0,3,0,1,3,2,1
0,2010,51,6,51,558,571,3.384,7724.5425,10400,8.952158,9.2495613,1,0,3,1,3,4,2,1
0,2010,22,9,51,595,558,3.013,6437.1187,10000,8.7698364,9.2103405,1,0,3,0,3,1,3,2
0,2010,51,9,51,558,571,3.459,5364.2656,8000,8.5875149,8.9871969,1,1,3,1,3,1,2,2
0,2010,15,9,13,538,500,3.447,5364.2656,6000,8.5875149,8.6995144,1,2,3,1,3,2,3,2
0,2010,52,9,52,574,564,3.461,7509.9722,7000,8.9239874,8.8536654,1,1,3,1,3,2,2,2
1,2010,51,9,50,558,571,2.647,8582.8252,10000,9.057518,9.2103405,0,0,3,1,3,1,2,2
1,2010,45,9,44,553,553,2.497,7724.5425,11000,8.952158,9.3056507,0,0,3,0,1,3,2,2
0,2010,62,9,62,590,552,3.103,5364.2656,5000,8.5875149,8.5171928,0,0,3,1,1,3,2,1
0,2010,50,1,51,597,619,3.607,3218.5593,6000,8.0766888,8.6995144,0,0,5,0,1,3,2,1
0,2010,11,1,11,570,526,3.432,3754.9861,8000,8.2308397,8.9871969,1,0,5,0,3,4,1,1
0,2010,21,1,53,583,567,3.444,2145.7063,5000,7.6712241,8.5171928,1,0,5,0,2,3,2,1
0,2010,54,1,11,366,366,3.217,9119.252,7500,9.1181431,8.922658,0,1,5,1,3,1,3,2
0,2010,41,1,41,590,565,3.349,5364.2656,7000,8.5875149,8.8536654,0,0,5,1,3,1,1,1
1,2010,51,4,45,558,571,3.211,5364.2656,12000,8.5875149,9.392662,1,0,3,1,2,3,2,1
1,2010,14,4,53,566,553,3.146,5578.8364,7000,8.6267357,8.8536654,1,0,3,0,1,3,2,1
1,2010,36,4,36,562,559,3.467,8582.8252,15000,9.057518,9.6158056,1,0,3,1,3,1,2,2
1,2010,12,11,11,570,571,2.753,7509.9722,13000,8.9239874,9.4727049,0,2,4,0,3,1,2,2
1,2010,51,11,11,558,571,2.397,7509.9722,22000,8.9239874,9.9987974,0,0,4,1,2,2,3,1
0,2010,36,11,,562,559,3.382,11264.958,13500,9.3294525,9.5104446,0,1,4,1,2,0,3,1
1,2010,50,11,31,597,619,3.276,8582.8252,9200,9.057518,9.1269588,1,1,4,0,2,0,3,1
1,2010,51,11,51,558,571,3.19,8582.8252,15000,9.057518,9.6158056,1,2,4,1,3,2,2,2
1,2010,32,11,32,380,364,1.931,10728.531,10000,9.2806616,9.2103405,0,0,4,1,3,2,2,2
0,2010,51,11,11,558,571,3.366,3754.9861,20000,8.2308397,9.9034872,0,0,4,1,3,1,3,1
0,2010,14,11,,566,553,3.721,3218.5593,4000,8.0766888,8.2940493,0,0,4,0,2,4,1,1
1,2010,50,8,50,597,619,3.369,10728.531,16000,9.2806616,9.6803436,1,1,2,0,3,1,2,2
1,2010,51,13,54,558,571,2.729,3218.5593,11000,8.0766888,9.3056507,0,0,3,1,1,3,3,1
1,2010,65,13,42,552,531,3.035,5364.2656,10000,8.5875149,9.2103405,1,2,3,0,1,3,2,1
1,2010,37,13,44,633,628,2.23,3218.5593,10000,8.0766888,9.2103405,0,0,3,1,2,1,3,1
0,2010,36,13,51,562,559,3.063,8046.3984,10000,8.99298,9.2103405,0,0,3,0,1,3,3,2
0,2010,37,13,37,633,628,3.554,7509.9722,7000,8.9239874,8.8536654,0,2,3,1,2,2,2,2
0,2010,21,8,,583,567,3.992,8582.8252,50000,9.057518,10.819778,1,0,3,1,2,4,3,2
1,2010,45,15,45,553,553,3.166,4291.4126,8500,8.3643713,9.047821,0,0,3,1,2,2,2,2
0,2010,64,15,64,546,541,3.185,5364.2656,5000,8.5875149,8.5171928,0,0,3,1,3,2,1,1
0,2010,46,15,46,711,752,3.423,2145.7063,5200,7.6712241,8.5564137,1,0,3,1,1,0,3,1
0,2010,37,15,,633,628,3.25,1931.1356,4500,7.5658636,8.4118328,0,2,3,0,1,0,1,1
1,2010,37,15,33,633,628,3.35,10728.531,10000,9.2806616,9.2103405,0,1,3,0,1,3,2,1
0,2010,45,15,,553,553,3.6,6437.1187,6000,8.7698364,8.6995144,1,0,3,0,3,1,1,1
1,2010,65,1,65,552,531,3.131,4291.4126,9000,8.3643713,9.1049795,1,0,5,1,3,4,3,1
1,2010,54,1,54,366,366,2.305,22851.771,21300,10.036784,9.9664621,0,0,5,1,3,2,2,2
0,2010,45,1,31,553,553,3.528,8582.8252,15000,9.057518,9.6158056,1,1,5,1,3,2,3,1
1,2010,37,1,,633,628,3.108,15019.944,20000,9.6171341,9.9034872,0,2,5,1,3,2,3,2
1,2010,35,1,63,596,592,3.262,4505.9834,8800,8.4131613,9.0825071,0,0,5,1,2,3,2,1
0,2010,32,8,,380,364,3.442,21457.063,20000,9.9738092,9.9034872,1,1,2,1,2,2,3,2
0,2010,64,1,51,546,541,3.054,4827.8394,6000,8.4821539,8.6995144,0,0,5,0,2,3,3,2
0,2010,21,1,11,583,567,2.34,4291.4126,10000,8.3643713,9.2103405,1,0,5,1,2,0,3,1
1,2010,46,8,44,711,752,4.155,11211.315,12750,9.3246784,9.4532862,1,1,2,0,2,0,2,2
1,2010,37,8,11,633,628,3.419,5364.2656,20000,8.5875149,9.9034872,1,0,2,0,3,2,3,2
1,2010,32,3,44,380,364,2.696,6437.1187,8000,8.7698364,8.9871969,1,0,5,0,3,4,2,2
1,2010,13,3,11,609,578,3.349,6437.1187,8000,8.7698364,8.9871969,1,1,5,0,2,0,3,2
1,2010,15,3,15,538,500,3.114,5578.8364,5500,8.6267357,8.6125031,1,0,5,1,1,0,1,1
0,2010,44,3,46,652,612,3.224,3754.9861,8000,8.2308397,8.9871969,0,1,5,0,2,0,3,1
0,2010,35,3,35,596,592,3.393,2682.1328,3000,7.8943677,8.0063677,0,1,5,0,3,2,1,1
0,2010,52,3,52,574,564,2.437,5364.2656,4000,8.5875149,8.2940493,0,1,5,0,2,0,3,1
1,2010,51,1,51,558,571,3.286,3218.5593,20000,8.0766888,9.9034872,1,0,5,0,1,4,1,2
1,2010,51,2,51,558,571,2.74,5256.9805,10300,8.5673122,9.2398996,1,0,3,0,3,0,,1
0,2010,22,1,44,595,558,3.25,21457.063,25000,9.9738092,10.126631,1,0,5,1,2,4,2,2
1,2010,34,12,44,624,614,2.536,10728.531,10000,9.2806616,9.2103405,0,1,5,0,3,2,2,2
0,2010,51,12,31,558,571,3.319,3218.5593,6000,8.0766888,8.6995144,0,0,5,0,2,1,3,1
0,2010,64,12,61,546,541,2.968,3218.5593,6000,8.0766888,8.6995144,1,0,5,1,3,1,2,1
0,2010,13,8,31,609,578,3.541,7509.9722,45000,8.9239874,10.714417,1,0,3,1,2,3,2,2
0,2010,51,12,51,558,571,2.652,6437.1187,10000,8.7698364,9.2103405,1,0,5,1,3,1,1,1
1,2010,62,12,51,590,552,2.608,4291.4126,12000,8.3643713,9.392662,0,0,5,0,3,1,3,1
0,2010,51,16,51,558,571,3.758,8046.3984,8000,8.99298,8.9871969,1,1,2,1,2,0,3,2
0,2010,51,16,51,558,571,3.687,8582.8252,8000,9.057518,8.9871969,0,1,2,1,3,1,3,1
1,2010,41,12,37,590,565,3.076,4184.1274,8000,8.3390532,8.9871969,0,0,5,0,1,4,2,2
0,2010,51,12,51,558,571,3.749,10728.531,12000,9.2806616,9.392662,0,1,5,0,1,3,1,1
