,gender,gpa,wageb,wagea,lnbwage,lnawage,gradchoice,major,hheconstat,Pedu,Poccu
470,0,3.313,7295.4014,12000,8.8949995,9.392662,1,0,1,3,2
471,1,3.277,7509.9722,27000,8.9239874,10.203592,0,0,0,3,0
472,0,3.332,5364.2656,5000,8.5875149,8.5171928,0,0,1,3,2
473,1,3.215,17165.65,16000,9.7506657,9.6803436,2,0,1,3,1
474,1,3.195,8046.3984,7500,8.99298,8.922658,0,0,0,2,4
475,1,3.499,7509.9722,20000,8.9239874,9.9034872,0,0,0,3,1
476,0,3.371,5578.8364,6000,8.6267357,8.6995144,1,0,0,2,3
477,0,3.308,5364.2656,9000,8.5875149,9.1049795,1,0,1,3,2
478,0,3.054,10728.531,30000,9.2806616,10.308952,0,0,1,3,1
479,1,3.011,4291.4126,50000,8.3643713,10.819778,0,0,1,2,2
480,1,2.93,6437.1187,10000,8.7698364,9.2103405,0,0,1,1,4
481,1,3.079,10728.531,10000,9.2806616,9.2103405,0,0,1,3,2
482,0,3.114,4827.8394,5500,8.4821539,8.6125031,1,0,1,2,0
483,1,3.217,4291.4126,6000,8.3643713,8.6995144,0,0,0,1,3
484,0,3.057,6437.1187,8000,8.7698364,8.9871969,0,0,0,1,3
485,0,3.482,4291.4126,5000,8.3643713,8.5171928,0,0,0,3,2
486,0,3.424,2682.1328,3200,7.8943677,8.0709057,0,0,0,1,0
487,0,3.265,9655.6787,12000,9.1753016,9.392662,0,0,1,2,2
488,1,3.225,4827.8394,7000,8.4821539,8.8536654,0,0,0,1,3
489,1,2.914,3218.5593,8000,8.0766888,8.9871969,0,0,0,1,3
490,1,3.345,6437.1187,6000,8.7698364,8.6995144,1,0,1,3,2
491,0,3.054,4291.4126,5600,8.3643713,8.6305218,0,0,1,1,3
492,0,3.496,6973.5454,13000,8.8498793,9.4727049,1,0,1,2,4
493,0,3.1,3754.9861,3500,8.2308397,8.1605186,1,0,0,3,1
494,1,3.166,6437.1187,10400,8.7698364,9.2495613,0,0,0,1,3
495,1,3.179,3433.1301,11500,8.1412277,9.3501024,0,0,1,1,3
496,1,3.227,6437.1187,15000,8.7698364,9.6158056,0,0,0,1,0
497,1,2.917,9441.1074,10000,9.1528282,9.2103405,1,0,0,2,4
498,1,2.553,10728.531,10000,9.2806616,9.2103405,0,0,0,1,4
499,1,3.217,10728.531,20000,9.2806616,9.9034872,0,0,1,2,4
500,0,3.308,5364.2656,7000,8.5875149,8.8536654,2,0,1,3,2
501,0,3.411,8582.8252,8000,9.057518,8.9871969,0,0,0,1,3
502,0,3.377,4291.4126,10000,8.3643713,9.2103405,0,0,1,2,2
503,0,3.27,5364.2656,20000,8.5875149,9.9034872,0,0,1,3,1
504,0,3.527,4291.4126,2600,8.3643713,7.8632669,0,0,1,3,2
505,0,3.506,6437.1187,8000,8.7698364,8.9871969,0,0,1,2,4
506,1,3.509,11801.385,14000,9.3759718,9.546813,1,0,0,1,4
507,1,2.947,4291.4126,8000,8.3643713,8.9871969,1,0,0,1,3
508,0,3.161,3218.5593,8000,8.0766888,8.9871969,0,0,1,2,0
509,0,3.444,10728.531,12000,9.2806616,9.392662,0,0,0,2,4
510,0,3.947,16092.797,30000,9.6861267,10.308952,1,0,1,3,1
511,1,2.867,10728.531,6200,9.2806616,8.7323046,0,0,1,3,2
512,0,2.851,8582.8252,10000,9.057518,9.2103405,1,0,0,3,2
513,0,3.046,10728.531,8500,9.2806616,9.047821,0,0,1,3,1
514,0,3.889,15019.944,14000,9.6171341,9.546813,1,0,0,1,0
515,1,3.193,8368.2549,10000,9.0322008,9.2103405,1,0,0,2,0
516,0,2.978,2574.8477,7500,7.8535457,8.922658,0,0,0,2,4
517,0,3.477,7295.4014,15000,8.8949995,9.6158056,0,0,0,3,1
518,1,2.949,10728.531,11000,9.2806616,9.3056507,1,0,1,3,2
519,1,2.926,2896.7034,16000,7.9713287,9.6803436,0,0,0,1,3
520,0,3.571,10728.531,10000,9.2806616,9.2103405,1,0,1,3,1
521,0,3.458,3218.5593,10000,8.0766888,9.2103405,0,0,0,3,0
522,1,3.166,5364.2656,10000,8.5875149,9.2103405,1,0,1,3,1
523,0,3.778,7778.1851,10000,8.9590778,9.2103405,1,0,1,3,2
524,0,3.53,8046.3984,11000,8.99298,9.3056507,1,0,1,3,4
525,1,3.182,5900.6924,8000,8.6828251,8.9871969,0,0,0,1,4
526,0,3.722,8582.8252,8000,9.057518,8.9871969,0,0,1,1,3
527,0,3.284,6437.1187,8000,8.7698364,8.9871969,1,0,1,3,1
528,0,3.05,10728.531,10000,9.2806616,9.2103405,0,0,1,3,2
529,0,3.702,6437.1187,6000,8.7698364,8.6995144,1,0,1,1,0
530,1,3.19,5364.2656,8000,8.5875149,8.9871969,0,0,1,2,4
531,1,3.331,8582.8252,20000,9.057518,9.9034872,0,0,1,2,4
532,1,3.504,8046.3984,6000,8.99298,8.6995144,2,0,1,3,2
533,0,3.657,7295.4014,18000,8.8949995,9.7981272,0,0,1,3,1
534,0,3.707,6437.1187,6000,8.7698364,8.6995144,1,0,1,3,2
535,1,3.366,14483.518,19000,9.5807667,9.8521938,1,0,1,3,1
536,1,3.777,16092.797,15000,9.6861267,9.6158056,1,0,0,2,0
537,0,3.693,21457.063,23000,9.9738092,10.043249,1,0,1,3,4
538,0,3.403,7509.9722,10000,8.9239874,9.2103405,1,0,1,3,1
539,0,3.436,13947.091,13000,9.543026,9.4727049,1,0,1,2,3
540,0,3.712,4291.4126,8000,8.3643713,8.9871969,0,0,1,3,1
541,0,3.707,4827.8394,6000,8.4821539,8.6995144,0,0,0,1,3
542,0,3.725,2682.1328,5000,7.8943677,8.5171928,0,0,1,3,2
543,0,3.42,1823.8503,5000,7.5087051,8.5171928,0,0,1,3,1
544,0,3.217,5364.2656,11500,8.5875149,9.3501024,0,0,1,2,0
545,0,3.387,7509.9722,7000,8.9239874,8.8536654,2,0,1,3,2
546,1,3.666,10728.531,10000,9.2806616,9.2103405,1,0,0,1,0
547,1,2.825,2682.1328,7500,7.8943677,8.922658,0,0,0,2,3
548,0,3.707,10728.531,15000,9.2806616,9.6158056,1,0,1,3,1
549,0,3.558,12874.237,14000,9.4629831,9.546813,1,0,1,3,2
550,0,3.008,7509.9722,9000,8.9239874,9.1049795,0,0,1,3,1
551,0,3.448,8582.8252,9000,9.057518,9.1049795,1,0,1,3,2
552,0,3.497,10728.531,20000,9.2806616,9.9034872,1,0,0,1,3
553,1,2.996,8582.8252,6000,9.057518,8.6995144,0,0,1,3,2
554,1,3.105,4291.4126,7500,8.3643713,8.922658,0,0,1,1,0
555,1,3.038,8582.8252,14000,9.057518,9.546813,0,0,1,3,1
556,1,3.357,7896.1992,8800,8.9741364,9.0825071,0,0,1,3,1
557,0,3.214,4291.4126,5500,8.3643713,8.6125031,2,0,0,2,3
558,0,3.738,8582.8252,8000,9.057518,8.9871969,1,0,0,3,1
559,1,2.901,4291.4126,8000,8.3643713,8.9871969,0,0,0,1,1
560,0,3.225,7509.9722,13000,8.9239874,9.4727049,0,0,1,3,2
561,0,3.118,8582.8252,15000,9.057518,9.6158056,0,0,1,2,4
562,0,3.654,3218.5593,7000,8.0766888,8.8536654,0,0,0,2,0
563,1,2.996,6973.5454,24000,8.8498793,10.085809,0,0,1,2,0
564,0,3.109,5364.2656,5900,8.5875149,8.6827078,0,0,0,2,1
565,0,3.503,7509.9722,10000,8.9239874,9.2103405,0,0,1,3,1
566,1,3.412,10728.531,10000,9.2806616,9.2103405,1,0,0,2,3
567,1,3.158,11801.385,8500,9.3759718,9.047821,0,0,1,3,2
568,0,3.54,9655.6787,9000,9.1753016,9.1049795,0,1,1,3,2
569,0,3.455,3218.5593,6000,8.0766888,8.6995144,0,0,1,3,2
570,0,3.286,9655.6787,18000,9.1753016,9.7981272,0,0,1,3,1
571,0,3.396,3647.7007,6000,8.2018518,8.6995144,0,0,1,1,3
572,1,3.418,8582.8252,10000,9.057518,9.2103405,1,0,0,3,1
573,0,3.371,8582.8252,12000,9.057518,9.392662,1,0,0,2,4
574,0,3.835,8582.8252,8000,9.057518,8.9871969,1,0,0,2,0
575,0,3.482,10728.531,10000,9.2806616,9.2103405,1,0,1,3,2
576,1,3.032,3754.9861,5500,8.2308397,8.6125031,0,0,0,2,2
577,0,3.515,8582.8252,20000,9.057518,9.9034872,1,0,1,3,2
578,0,3.337,8582.8252,13000,9.057518,9.4727049,1,0,0,3,2
579,1,3.134,6973.5454,10000,8.8498793,9.2103405,0,0,0,3,1
580,0,3.534,4827.8394,16500,8.4821539,9.7111158,0,0,1,3,2
581,1,2.157,5364.2656,4500,8.5875149,8.4118328,0,0,1,3,1
582,1,2.69,3218.5593,8000,8.0766888,8.9871969,0,0,1,3,2
583,0,2.673,2896.7034,6000,7.9713287,8.6995144,0,0,0,2,3
584,1,2.965,4291.4126,15000,8.3643713,9.6158056,0,0,0,3,2
585,0,3.341,4291.4126,3300,8.3643713,8.1016779,0,0,1,3,2
586,0,3.317,12874.237,12000,9.4629831,9.392662,0,0,0,2,1
587,0,3.132,8582.8252,8000,9.057518,8.9871969,1,0,1,3,1
588,1,2.612,4291.4126,5700,8.3643713,8.648221,0,0,0,2,3
589,0,3.785,4076.842,3000,8.3130779,8.0063677,0,0,0,2,3
590,0,3.355,5364.2656,7000,8.5875149,8.8536654,0,0,1,2,1
591,1,3.442,4291.4126,8000,8.3643713,8.9871969,0,1,0,3,4
592,1,3.1,6437.1187,11000,8.7698364,9.3056507,0,1,1,3,2
593,1,3.086,21457.063,20000,9.9738092,9.9034872,2,1,1,2,2
594,1,3.17,12874.237,12000,9.4629831,9.392662,1,1,1,3,2
595,1,3.213,6437.1187,6000,8.7698364,8.6995144,0,1,1,2,0
596,0,2.909,3754.9861,13000,8.2308397,9.4727049,0,1,0,3,4
597,0,3.818,9655.6787,10000,9.1753016,9.2103405,1,1,0,3,4
598,0,3.71,7509.9722,10000,8.9239874,9.2103405,1,1,0,2,4
599,0,3.767,10513.961,11000,9.2604589,9.3056507,1,1,1,3,2
600,0,3.506,8582.8252,8000,9.057518,8.9871969,1,1,0,3,2
601,1,2.91,6437.1187,8000,8.7698364,8.9871969,1,1,0,2,2
602,1,2.53,10728.531,10000,9.2806616,9.2103405,2,1,0,3,4
603,1,3.792,9655.6787,9000,9.1753016,9.1049795,1,1,1,2,4
604,1,3.267,16092.797,15000,9.6861267,9.6158056,1,1,0,2,2
605,0,3.444,10728.531,13000,9.2806616,9.4727049,1,1,1,3,1
606,0,3.86,4291.4126,5000,8.3643713,8.5171928,1,1,1,2,0
607,0,3.356,6437.1187,10000,8.7698364,9.2103405,0,1,1,2,4
608,1,2.676,4827.8394,25000,8.4821539,10.126631,0,0,1,3,2
609,1,3.62,6437.1187,20000,8.7698364,9.9034872,0,1,0,3,4
610,1,3.087,26821.328,25000,10.196953,10.126631,1,1,1,3,2
611,1,2.967,11801.385,11000,9.3759718,9.3056507,1,1,1,3,2
612,1,3.504,10728.531,10000,9.2806616,9.2103405,0,1,0,2,3
613,0,3.338,3218.5593,6000,8.0766888,8.6995144,0,1,0,1,3
614,0,3.585,5364.2656,8000,8.5875149,8.9871969,0,1,0,3,1
615,0,3.355,1609.2797,15000,7.3835421,9.6158056,1,1,1,2,0
616,0,4.218,16092.797,15000,9.6861267,9.6158056,1,1,1,3,2
617,0,3.422,5364.2656,10000,8.5875149,9.2103405,0,1,0,3,1
618,0,3.294,21027.922,25000,9.9536066,10.126631,0,1,1,3,2
619,1,2.937,5900.6924,10000,8.6828251,9.2103405,0,1,0,3,0
620,1,3.684,20384.209,19000,9.9225159,9.8521938,1,1,0,1,2
621,1,3.561,19311.357,18000,9.8684483,9.7981272,1,1,0,2,4
622,1,3.359,6437.1187,10000,8.7698364,9.2103405,1,1,0,2,2
623,1,3.396,6437.1187,12000,8.7698364,9.392662,0,1,0,2,3
624,1,3.247,6437.1187,10000,8.7698364,9.2103405,1,1,0,3,1
625,1,3.75,7509.9722,25000,8.9239874,10.126631,1,1,0,2,4
626,0,3.739,5364.2656,5000,8.5875149,8.5171928,0,1,0,1,3
627,0,4.049,6973.5454,10000,8.8498793,9.2103405,1,1,1,1,3
628,0,3.877,10728.531,15000,9.2806616,9.6158056,0,1,1,3,1
629,0,3.79,6007.9775,7000,8.7008438,8.8536654,1,1,0,1,3
630,0,3.944,8797.3955,13000,9.0822105,9.4727049,1,1,0,3,2
631,1,3.555,10728.531,10000,9.2806616,9.2103405,1,0,0,1,0
632,0,3.435,12874.237,16000,9.4629831,9.6803436,1,0,1,2,0
633,0,3.568,4935.1245,6800,8.5041332,8.8246775,0,0,0,2,1
634,0,3.184,5364.2656,9000,8.5875149,9.1049795,0,0,0,1,3
635,1,3.1,3862.2712,6500,8.2590103,8.7795572,0,0,0,3,1
636,0,3.668,4291.4126,5000,8.3643713,8.5171928,0,0,1,1,1
637,0,3.746,8582.8252,9500,9.057518,9.1590471,1,1,0,2,4
638,0,3.125,5364.2656,5000,8.5875149,8.5171928,0,0,0,2,0
639,0,3.345,5364.2656,20000,8.5875149,9.9034872,0,0,0,1,3
640,0,3.384,7724.5425,10400,8.952158,9.2495613,0,0,1,3,4
641,0,3.013,6437.1187,10000,8.7698364,9.2103405,0,0,0,3,1
642,0,3.459,5364.2656,8000,8.5875149,8.9871969,1,0,1,3,1
643,0,3.447,5364.2656,6000,8.5875149,8.6995144,2,0,1,3,2
644,0,3.461,7509.9722,7000,8.9239874,8.8536654,1,0,1,3,2
645,1,2.647,8582.8252,10000,9.057518,9.2103405,0,0,1,3,1
646,1,2.497,7724.5425,11000,8.952158,9.3056507,0,0,0,1,3
647,0,3.103,5364.2656,5000,8.5875149,8.5171928,0,0,1,1,3
648,0,3.607,3218.5593,6000,8.0766888,8.6995144,0,0,0,1,3
649,0,3.432,3754.9861,8000,8.2308397,8.9871969,0,0,0,3,4
650,0,3.444,2145.7063,5000,7.6712241,8.5171928,0,0,0,2,3
651,0,3.217,9119.252,7500,9.1181431,8.922658,1,0,1,3,1
652,0,3.349,5364.2656,7000,8.5875149,8.8536654,0,0,1,3,1
653,1,3.211,5364.2656,12000,8.5875149,9.392662,0,0,1,2,3
654,1,3.146,5578.8364,7000,8.6267357,8.8536654,0,0,0,1,3
655,1,3.467,8582.8252,15000,9.057518,9.6158056,0,0,1,3,1
656,1,2.753,7509.9722,13000,8.9239874,9.4727049,2,0,0,3,1
657,1,2.397,7509.9722,22000,8.9239874,9.9987974,0,0,1,2,2
658,0,3.382,11264.958,13500,9.3294525,9.5104446,1,0,1,2,0
659,1,3.276,8582.8252,9200,9.057518,9.1269588,1,0,0,2,0
660,1,3.19,8582.8252,15000,9.057518,9.6158056,2,0,1,3,2
661,1,1.931,10728.531,10000,9.2806616,9.2103405,0,0,1,3,2
662,0,3.366,3754.9861,20000,8.2308397,9.9034872,0,0,1,3,1
663,0,3.721,3218.5593,4000,8.0766888,8.2940493,0,0,0,2,4
664,1,3.369,10728.531,16000,9.2806616,9.6803436,1,1,0,3,1
665,1,2.729,3218.5593,11000,8.0766888,9.3056507,0,0,1,1,3
666,1,3.035,5364.2656,10000,8.5875149,9.2103405,2,0,0,1,3
667,1,2.23,3218.5593,10000,8.0766888,9.2103405,0,0,1,2,1
668,0,3.063,8046.3984,10000,8.99298,9.2103405,0,0,0,1,3
669,0,3.554,7509.9722,7000,8.9239874,8.8536654,2,0,1,2,2
670,0,3.992,8582.8252,50000,9.057518,10.819778,0,0,1,2,4
671,1,3.166,4291.4126,8500,8.3643713,9.047821,0,0,1,2,2
672,0,3.185,5364.2656,5000,8.5875149,8.5171928,0,0,1,3,2
673,0,3.423,2145.7063,5200,7.6712241,8.5564137,0,0,1,1,0
674,0,3.25,1931.1356,4500,7.5658636,8.4118328,2,0,0,1,0
675,1,3.35,10728.531,10000,9.2806616,9.2103405,1,0,0,1,3
676,0,3.6,6437.1187,6000,8.7698364,8.6995144,0,0,0,3,1
677,1,3.131,4291.4126,9000,8.3643713,9.1049795,0,0,1,3,4
678,1,2.305,22851.771,21300,10.036784,9.9664621,0,0,1,3,2
679,0,3.528,8582.8252,15000,9.057518,9.6158056,1,0,1,3,2
680,1,3.108,15019.944,20000,9.6171341,9.9034872,2,0,1,3,2
681,1,3.262,4505.9834,8800,8.4131613,9.0825071,0,0,1,2,3
682,0,3.442,21457.063,20000,9.9738092,9.9034872,1,1,1,2,2
683,0,3.054,4827.8394,6000,8.4821539,8.6995144,0,0,0,2,3
684,0,2.34,4291.4126,10000,8.3643713,9.2103405,0,0,1,2,0
685,1,4.155,11211.315,12750,9.3246784,9.4532862,1,1,0,2,0
686,1,3.419,5364.2656,20000,8.5875149,9.9034872,0,1,0,3,2
687,1,2.696,6437.1187,8000,8.7698364,8.9871969,0,0,0,3,4
688,1,3.349,6437.1187,8000,8.7698364,8.9871969,1,0,0,2,0
689,1,3.114,5578.8364,5500,8.6267357,8.6125031,0,0,1,1,0
690,0,3.224,3754.9861,8000,8.2308397,8.9871969,1,0,0,2,0
691,0,3.393,2682.1328,3000,7.8943677,8.0063677,1,0,0,3,2
692,0,2.437,5364.2656,4000,8.5875149,8.2940493,1,0,0,2,0
693,1,3.286,3218.5593,20000,8.0766888,9.9034872,0,0,0,1,4
694,1,2.74,5256.9805,10300,8.5673122,9.2398996,0,0,0,3,0
695,0,3.25,21457.063,25000,9.9738092,10.126631,0,0,1,2,4
696,1,2.536,10728.531,10000,9.2806616,9.2103405,1,0,0,3,2
697,0,3.319,3218.5593,6000,8.0766888,8.6995144,0,0,0,2,1
698,0,2.968,3218.5593,6000,8.0766888,8.6995144,0,0,1,3,1
699,0,3.541,7509.9722,45000,8.9239874,10.714417,0,0,1,2,3
700,0,2.652,6437.1187,10000,8.7698364,9.2103405,0,0,1,3,1
701,1,2.608,4291.4126,12000,8.3643713,9.392662,0,0,0,3,1
702,0,3.758,8046.3984,8000,8.99298,8.9871969,1,1,1,2,0
703,0,3.687,8582.8252,8000,9.057518,8.9871969,1,1,1,3,1
704,1,3.076,4184.1274,8000,8.3390532,8.9871969,0,0,0,1,4
705,0,3.749,10728.531,12000,9.2806616,9.392662,1,0,0,1,3
